imdbid,title,id,year,rating
0022395,"Skin Game, The",7294,1931,3
0022286,"Public Enemy, The",5934,1931,3
0022458,Tabu: A Story of the South Seas,1633,1931,0
0022100,M,610,1931,3
0021884,Frankenstein,1317,1931,1
0023196,Mata Hari,1333,1931,3
0022599,A Nous la Liberte,6031,1931,1
0022251,Pardon Us,1974,1931,0
0022158,Monkey Business,2384,1931,1
0021735,"Cheat, The",5741,1931,3
0023395,Rich and Strange [East of Shanghai],7296,1931,2
0021739,La Chienne,6030,1931,3
0021079,Little Caesar,6043,1931,1
0021814,Dracula,1985,1931,2
0020642,Anna Christie,1327,1931,3
0022183,M&auml;dchen in Uniform,628,1931,3
0022208,Night Nurse,636,1931,3
0022000,Indiscreet,1828,1931,3
0022054,"Last Flight, The",1956,1931,0
0021749,City Lights,2705,1931,3
0022074,"Smiling Lieutenant, The",4243,1931,2
0023935,"Death Kiss, The",6176,1932,1
0022614,"Age of Consent, The",1983,1932,2
0023213,Merrily We Go to Hell,5742,1932,3
0023285,Number 17,7301,1932,0
0022694,"Blue Light (Das Blaue Licht), The",6990,1932,1
0023458,Shanghai Express,5929,1932,3
0023582,Thirteen Women,6852,1932,3
0022958,Grand Hotel,1328,1932,3
0023293,"Old Dark House, The",4775,1932,3
0023158,Love Me Tonight,6052,1932,2
0022940,"Girl from Calgary, The",5783,1932,2
0023027,Horse Feathers,2383,1932,1
0022913,Freaks,3659,1932,2
0023649,Vampyr,5910,1932,3
0023590,Three on a Match,6051,1932,3
0023427,Scarface,6063,1932,1
0023385,Red-Headed Woman,6092,1932,3
0024188,Island of Lost Souls,3844,1932,1
0023042,I Am a Fugitive from a Chain Gang,1318,1932,1
0022718,Boudu Saved from Drowning,2767,1932,1
0023634,"I Was Born, But...",3530,1932,1
0023238,"Most Dangerous Game, The",3658,1932,0
0023694,White Zombie,2550,1932,0
0024625,A Study in Scarlet,6193,1933,3
0024069,Gold Diggers of 1933,5916,1933,3
0024184,"Invisible Man, The",7450,1933,1
0024432,"Peanut Vendor, The",6205,1933,0
0024473,"Private Life of Henry VIII., The",1248,1933,1
0023753,Alice in Wonderland,3188,1933,3
0024028,Footlight Parade,802,1933,3
0024264,Little Women,2231,1933,3
0023969,Duck Soup,5185,1933,1
0024008,Female,6056,1933,3
0023775,Baby Face,7528,1933,3
0023932,Day of Reckoning,5029,1933,3
0024679,Tomorrow at Seven,5752,1933,3
0024727,"Vanpire Bat, The",3210,1933,3
0024481,Queen Christina,1330,1933,3
0024034,42nd Street,4335,1933,3
0024216,King Kong,2229,1933,0
0025755,Search for Beauty,5821,1934,3
0025746,"Scarlet Empress, The",1325,1934,3
0025617,"Painted Veil, The",1329,1934,1
0025424,Lost in the Stratosphere,5523,1934,2
0025822,Spitfire,4443,1934,3
0024831,Anne of Green Gables,5319,1934,3
0024961,"Cat&#39;s-Paw, The",1324,1934,1
0025316,It Happened One Night,621,1934,3
0025452,"Man Who Knew Too Much, The",7304,1934,3
0025091,Evelyn Prentice,6772,1934,3
0025423,"Lost Patrol, The",1969,1934,0
0025004,"Count of Monte Cristo, The",1246,1934,1
0024991,Cleopatra,1270,1934,1
0025586,Of Human Bondage,1379,1934,1
0025465,Maniac,4702,1934,3
0024844,L&#39;atalante,1795,1934,0
0026939,"Riverside Murder, The",5913,1935,2
0026071,Anna Karenina,1261,1935,2
0026599,"Lady in Scarlet, The",5750,1935,2
0026768,Naughty Marietta,1685,1935,3
0026752,Mutiny on the Bounty,1361,1935,1
0026667,Magnificent Obsession,2756,1935,3
0026138,"Bride of Frankenstein, The",3891,1935,3
0026029,"39 Steps, The",1242,1935,3
0027125,Top Hat,595,1935,2
0026942,Roberta,2362,1935,3
0026778,A Night At The Opera,3881,1935,1
3427056,Il caso Valdemar,6210,1936,0
0027652,Fury,6096,1936,2
0027438,"Charge of the Light Brigade, The",1237,1936,1
0027407,Bullets or Ballots,4143,1936,3
0027562,Earthworm Tractors,2699,1936,1
0028096,"Petrified Forest, The",1369,1936,3
0029207,"Mandarin Mystery, The",3548,1936,3
0027752,"Only Son, The",3560,1936,3
0028683,Camille,3598,1936,3
0028021,Osaka Elegy,2853,1936,3
0028231,Secret Agent,7308,1936,3
0028000,Murder at Glen Athol,6174,1936,3
0028333,Swing Time,596,1936,1
0027387,Born to Dance,2363,1936,3
0027977,Modern Times,1323,1936,0
0028505,Wife vs. Secretary,1360,1936,2
0028092,Pennies from Heaven,4010,1936,3
0028355,Theodora Goes Wild,3280,1936,3
0028010,My Man Godfrey,5852,1936,2
0028212,Sabotage,5926,1936,3
0028356,These Three,7227,1936,2
0027698,"Great Ziegfeld, The",3401,1936,3
0027996,Mr. Deeds Goes to Town,1992,1936,3
0028216,San Francisco,1359,1936,1
0028174,Revolt of the Zombies,2554,1936,0
0028203,Romeo and Juliet,4069,1936,3
0029377,Parnell,1358,1937,2
0029811,"Girl Was Young, The",7317,1937,3
0029442,"Prisoner of Zenda, The",1240,1937,1
0029087,Knight Without Armor,1244,1937,2
0029565,Murder at the Baskervilles (Silver Blaze),5617,1937,1
0029546,Shall We Dance,597,1937,1
0028739,Conquest,1332,1937,2
0029162,Lost Horizon,1336,1937,2
0029192,Make Way for Tomorrow,4255,1937,3
0029322,Nothing Sacred,3968,1937,0
0029682,Topper,1335,1937,2
0029453,Pepe le Moko,5740,1937,2
0029608,Stella Dallas,795,1937,3
0028597,"Awful Truth, The",6554,1937,3
0029583,Snow White and the Seven Dwarfs,1976,1937,3
0028772,A Day at the Races,2382,1937,2
0029604,Stage Door,631,1937,3
0029870,Angels with Dirty Faces,7290,1938,1
0029947,Bringing Up Baby,3400,1938,3
0029971,Carefree,594,1938,2
0030755,"Sisters, The",1378,1938,2
0029942,Boys Town,2467,1938,0
0029843,"Adventures of Robin Hood, The",3103,1938,2
0030149,Four Daughters,3951,1938,3
0030341,"Lady Vanishes, The",620,1938,3
0030127,"Baker&#39;s Wife, The",6042,1938,1
0030396,"Mad Miss Manton, The",4495,1938,3
0030044,"Dawn Patrol, The",1238,1938,0
0030241,Holiday,994,1938,3
0030287,Jezebel,1367,1938,2
0029929,Bluebeard&#39;s Eighth Wife,3283,1938,2
0030473,"Mr. Wong, Detective",2590,1938,1
0031022,"Adventures of Sherlock Holmes, The",5863,1939,3
0031679,Mr. Smith Goes to Washington,5946,1939,2
0031385,"Goodbye, Mr. Chips",1245,1939,2
0031225,Destry Rides Again,5634,1939,3
0031210,Dark Victory,1370,1939,3
0032155,Young Mr. Lincoln,1382,1939,2
0031971,Stagecoach,593,1939,3
0031060,At the Circus,2372,1939,2
0031981,"Story of Alexander Graham Bell, The",1385,1939,2
0031066,Babes in Arms,3723,1939,3
0031505,Jamaica Inn,7322,1939,3
0032145,Wuthering Heights,1239,1939,2
0032138,"Wizard of Oz, The",174,1939,3
0031725,Ninotchka,1259,1939,3
0031322,"Flying Deuces, The",1973,1939,0
0032143,"Women, The",588,1939,3
0031885,"Rules of the Game, The",3089,1939,3
0031381,Gone with the Wind,291,1939,3
0031516,Juarez,1368,1939,2
0031252,Drums Along the Mohawk,1384,1939,2
0031387,"Gorilla, The",2555,1939,3
0031680,Mr. Wong in Chinatown,2622,1939,1
0031826,Essex and Elizabeth,1371,1939,2
0031455,"Hunchback of Notre Dame, The",2086,1939,0
0031507,Jesse James,1383,1939,2
0031709,Nancy Drew... Reporter,5763,1939,3
0031742,Of Mice and Men,2851,1939,1
0031235,Dodge City,383,1939,2
0033152,"Thief of Bagdad, The",1265,1940,0
0032339,A Chump at Oxford,1975,1940,0
0032211,Anne Of Windy Poplars,5320,1940,3
0032976,Rebecca,618,1940,3
0032983,"Return of Frank James, The",1366,1940,0
0032946,Primrose Path,4354,1940,3
0032406,Chamber of Horrors / Door with the Seven Locks,4363,1940,2
0032904,"Philadelphia Story, The",4943,1940,3
0033105,Strange Cargo,1357,1940,0
0032194,"All This, and Heaven Too",1373,1940,2
0032215,"Ape, The",2556,1940,3
0032811,"Mortal Storm, The",1501,1940,3
0032910,Pinocchio,478,1940,1
0033021,Santa Fe Trail,2678,1940,1
0033028,"Sea Hawk, The",3050,1940,3
0032553,"Great Dictator, The",3470,1940,3
0032273,Boom Town,1356,1940,1
0032701,"Letter, The",1380,1940,2
0032455,Fantasia,5039,1940,0
0032484,Foreign Correspondent,7311,1940,1
0031359,Gaslight,5773,1940,3
0032690,"Last Alarm, The",5802,1940,3
0032599,His Girl Friday,3033,1940,3
0032349,Comrade X,1355,1940,2
0032943,Pride and Prejudice,4257,1940,3
0032551,"Grapes of Wrath, The",1387,1940,3
0032376,"Dance, Girl, Dance",4415,1940,3
0033533,"Devil and Miss Jones, The",1682,1941,3
0033717,High Sierra,2410,1941,1
0033804,"Lady Eve, The",1386,1941,2
0033459,Cheers for Miss Bishop,2446,1941,3
0033627,49th Parallel,2867,1941,0
0033563,Dumbo,1117,1941,2
0033436,Buck Privates,2906,1941,3
0033723,Hold That Ghost,2910,1941,3
0033802,Ladies In Retirement,6318,1941,1
0033928,Murder by Invitation,6171,1941,3
0033727,Mr. Bug Goes to Town,1941,1941,1
0034328,Two-Faced Woman,1331,1941,2
0033836,"Little Foxes, The",1372,1941,2
0034398,"Wolf Man, The",2436,1941,2
0034248,Suspicion,7329,1941,3
0033870,"Maltese Falcon, The",1230,1941,1
0033467,Citizen Kane,1266,1941,1
0033902,Men of Boys Town,2468,1941,1
0034240,Sullivan&#39;s Travels,4359,1941,3
0034175,"Shanghai Gesture, The",1512,1941,3
0033891,Meet John Doe,3717,1941,3
0035317,Sherlock Holmes and the Secret Weapon,5859,1942,1
0036326,Saludos Amigos,7696,1942,0
0034591,There Was a Father,3789,1942,0
0035015,"Magnificent Ambersons, The",1289,1942,2
0034587,Cat People,2708,1942,3
0034882,I Married an Angel,1686,1942,3
0035019,"Major and the Minor, The",681,1942,3
0035446,To Be or Not to Be,5303,1942,0
0035415,Tales of Manhattan,3875,1942,2
0034521,Black Dragons,3518,1942,0
0035140,"Now, Voyager",689,1942,3
0034583,Casablanca,1076,1942,1
0034492,Bambi,1116,1942,1
0035093,Mrs. Miniver,6384,1942,3
0035360,Son of Fury: The Story of Benjamin Blake,1388,1942,1
0034613,"Corpse Vanishes, The",7697,1942,1
0035279,Saboteur,5939,1942,1
0033874,"Man Who Came to Dinner, The",4475,1942,3
0035567,Woman of the Year,4870,1942,3
0034746,For Me and My Gal,1675,1942,3
0036367,So Proudly We Hail!,6315,1943,3
0036506,Day of Wrath,3753,1943,3
0036027,I Walked with a Zombie,1955,1943,3
0036363,"Sky&#39;s the Limit, The",1959,1943,1
0036323,Sahara,1987,1943,0
0036230,Old Acquaintance,1374,1943,3
0036244,"Ox-Bow Incident, The",6310,1943,1
0036172,"More the Merrier, The",7410,1943,1
0036969,Jane Eyre,6781,1943,3
0036342,Shadow of a Doubt,4617,1943,3
0036400,Judo Saga (Sanshiro Sugata),4699,1943,0
0035770,Cry &#39;Havoc&#39;,5209,1943,3
0035017,La main du diable,7475,1943,1
0035957,Guadalcanal Diary,1988,1943,0
0036112,"Life and Death of Colonel Blimp, The",3839,1943,2
0035942,Girl Crazy,1691,1943,1
0036418,Tender Comrade,2407,1943,3
0035753,Le Corbeau: The Raven,3890,1943,3
0036515,Watch on the Rhine,1375,1943,3
0035881,Fires Were Started,5554,1943,0
0038166,"Three Caballeros, The",6319,1944,0
0036695,A Canterbury Tale,6515,1944,3
0037382,To Have and Have Not,3245,1944,3
0037017,Lifeboat,5983,1944,3
0037076,Minstrel Man,6420,1944,1
0037008,Laura,2715,1944,3
0037120,National Velvet,4222,1944,3
0036613,Arsenic and Old Lace,201,1944,3
0037059,Meet Me in St. Louis,1676,1944,3
0036723,Cover Girl,3134,1944,3
0037094,Mr. Skeffington,1376,1944,2
0036947,"Most Beautiful (Ichiban utsukushiku), The",4698,1944,3
0037469,Window in the Window,2181,1944,1
0036891,Hail the Conquering Hero,1683,1944,2
0036914,Torment,2045,1944,0
0037280,Since You Went Away,3154,1944,3
0036775,Double Indemnity,1416,1944,3
0036940,I&#39;ll Be Seeing You,3279,1944,3
0037365,Thin Man Goes Home,6848,1945,2
0037800,I Know Where I&#39;m Going,1213,1945,3
0037843,Keep Your Powder Dry,5677,1945,3
0038109,Spellbound,4252,1945,3
0037671,"Enchanted Cottage, The",2434,1945,3
0038057,Scarlet Street,5081,1945,3
0037638,Detour,3999,1945,1
0037635,Dead of Night,7185,1945,3
0038924,"Seventh Veil, The",1280,1945,3
0037674,Children of Paradise,5129,1945,2
0038017,"Red Dragon, The",6945,1945,1
0037508,Along Came Jones,1639,1945,0
0037954,"Objective, Burma!",3271,1945,0
0038890,"Rome, Open City",4428,1945,3
0037558,Brief Encounter,1544,1945,3
0038259,"Woman in Green, The",5856,1945,3
0037514,Anchors Aweigh,6017,1945,0
0037820,Isle of the Dead,2004,1945,3
0037884,"Lost Weekend, The",3583,1945,2
0037913,Mildred Pierce,794,1945,3
0038991,"Stranger, The",7671,1946,3
0039017,Terror by Night,5872,1946,1
0038969,Song of the South,5646,1946,2
0038787,Notorious,622,1946,2
0038990,"Strange Woman, The",3145,1946,3
0036868,"Best Years of Our Lives, The",3982,1946,2
0038453,"Dark Corner, The",5961,1946,1
0038661,"Jolson Story, The",2654,1946,1
0038348,Beauty and the Beast,1268,1946,3
0038461,Deception,1377,1946,0
0038474,Devotion,1381,1946,3
0038494,Dressed to Kill,4002,1946,3
0038650,It&#39;s a Wonderful Life,2235,1946,3
0038733,Stairway to Heaven,1231,1946,0
0038762,My Darling Clementine,3783,1946,1
0038499,Duel in the sun,4900,1946,2
0038355,"Big Sleep, The",971,1946,1
0039054,Two Sisters from Boston,1680,1946,3
0038559,Gilda,2809,1946,0
0038409,"Chase, The",5497,1946,1
0038854,"Postman Always Rings Twice, The",1424,1946,1
0038589,"Harvey Girls, The",786,1946,3
0039420,"Ghost and Mrs. Muir, The",3047,1947,3
0039819,"Shocking Miss Pilgrim, The",1681,1947,3
0039441,Gunfighters,3112,1947,2
0039650,Nada,7432,1947,3
0039236,Calendar Girl,5779,1947,2
0039192,Black Narcissus,1211,1947,3
0039349,"Egg and I, The",2287,1947,3
0039360,"Exile, The",1235,1947,1
0039689,Build My Gallows High,6550,1947,2
0039694,"Paradine Case, The",2330,1947,2
0039677,Odd Man Out,1278,1947,2
0039431,Good News,1679,1947,2
0039286,Crossfire,4411,1947,2
0040725,"Red Shoes, The",1229,1948,3
0040321,Enchantment,1241,1948,3
0041088,Act of Violence,4944,1948,2
0040746,Rope,2040,1948,0
0040242,Command Decision,1354,1948,0
0040214,Casbah,2256,1948,1
0040416,Hamlet,1232,1948,1
0040183,Bonnie Prince Charlie,1236,1948,2
0040379,"Fuller Brush Man, The",2300,1948,1
0040308,Easter Parade,1677,1948,3
0040724,Red River,1320,1948,0
0040613,Mr. Blandings Builds His Dream House,2445,1948,3
0040897,"Treasure of the Sierra Madre, The",3239,1948,0
0040522,Bicycle Thieves,6517,1948,2
0040491,Joan of Arc,6363,1948,3
0156031,Rudolph the Red-Nosed Reindeer,1601,1948,0
0040098,Anna Karenina,1262,1948,2
0040806,"Snake Pit, The",2098,1948,3
0040202,Call Northside 777,5115,1948,1
0040458,I Remember Mama,4390,1948,3
0041452,"Heiress, The",6358,1949,3
0041650,Mighty Joe Young,2651,1949,0
0041386,"Fountainhead, The",4554,1949,1
0041716,On the Town,1690,1949,3
0041746,Pinky,1736,1949,3
0041546,Kind Hearts and Coronets,4008,1949,1
0041594,Little Women,2232,1949,3
0041498,I Was a Male War Bride,7018,1949,2
0041859,"Set-Up, The",1986,1949,0
0041628,"Man on the Eiffel Tower, The",2849,1949,2
0040221,Caught,1841,1949,3
0041094,"Adventures of Ichabod and Mr. Toad, The",7059,1949,0
0041158,"Barkleys of Broadway, The",1684,1949,3
0041090,Adam&#39;s Rib,1716,1949,3
0041154,Late Spring,3539,1949,3
0041587,A Letter to Three Wives,3967,1949,3
0042004,Under Capricorn,7341,1949,3
0041959,"Third Man, The",611,1949,0
0042192,All About Eve,139,1950,3
0043871,Odette,4521,1950,3
0043012,Summer Stock,1678,1950,3
0042958,Scandal,7144,1950,3
0042876,Rashomon,1402,1950,0
0042276,Born Yesterday,3990,1950,3
0042593,In a Lonely Place,4417,1950,2
0042546,Harvey,2596,1950,2
0042994,Stage Fright,6233,1950,3
0043014,Sunset Blvd.,608,1950,1
0042369,D.O.A.,5350,1950,1
0042208,"Asphalt Jungle, The",2099,1950,1
0042792,No Way Out,5232,1950,3
0042332,Cinderella,1057,1950,3
0042469,"Flying Saucer, The",4031,1950,1
0041719,Orpheus,3295,1950,2
0044092,Surcos,7435,1951,3
0044030,Show Boat,2977,1951,3
0042619,Diary of a Country Priest,2989,1951,1
0043313,Early Summer,3222,1951,3
0043949,Quo Vadis,5092,1951,3
0043614,"Idiot, The",7157,1951,3
0044205,Westward the Women,6498,1951,3
0043332,Bellissima,3825,1951,3
0044121,"Thing from Another World, The",3293,1951,1
0044081,A Streetcar Named Desire,2930,1951,3
0043456,"Day the Earth Stood Still, The",1916,1951,3
0044100,Take Care of My Little Girl,4510,1951,3
0044079,Strangers on a Train,1417,1951,2
0043274,Alice in Wonderland,1207,1951,3
0043338,Ace In The Hole,871,1951,2
0043278,An American in Paris,3389,1951,1
0043390,Cause for Alarm!,5739,1951,3
0043265,"African Queen, The",1491,1951,0
0043686,Forbidden Games,5972,1952,3
0044741,Ikiru,7162,1952,1
0044706,High Noon,2704,1952,2
0044419,"Big Sky, The",1465,1952,0
0044391,"Bad and the Beautiful, The",7323,1952,2
0044502,Clash by Night,3403,1952,3
0044855,Lovely to Look at,1689,1952,3
0045162,"Snows of Kilimanjaro, The",6941,1952,1
0044837,Limelight,6917,1952,1
0043769,"Magic Box, The",1243,1952,2
0045152,Singin&#39; in the Rain,612,1952,3
0045061,"Quiet Man, The",2737,1952,1
0046085,Mogambo,1362,1953,2
0045877,"Hitch-Hiker, The",4301,1953,0
0045659,"Cruel Sea, The",2553,1953,3
0046303,Shane,3303,1953,1
0046250,Roman holiday,1554,1953,3
0046487,Mr. Hulot&#39;s Holiday,5937,1953,3
0045826,Glen or Glenda,6797,1953,0
0045555,"Big Heat, The",4854,1953,3
0045943,Julius Caesar,1272,1953,1
0045891,How to Marry a Millionaire,4909,1953,3
0045793,From Here to Eternity,4071,1953,3
0046345,Summer with Monika,5998,1953,3
0046534,"War of the Worlds, The",2375,1953,1
0045537,"Band Wagon, The",1692,1953,1
0046269,Salome,3125,1953,3
0045897,I Confess,4616,1953,1
0045758,Fear and Desire,5366,1953,0
0046187,Pickup on South Street,5736,1953,3
0046066,Mesa of Lost Women,3958,1953,1
0045810,Gentlemen Prefer Blondes,2547,1953,3
0047677,"Wild One, The",7693,1953,1
0046478,Ugetsu,5973,1953,2
0046438,Tokyo Story,1630,1953,3
0046076,Miss Sadie Thompson,3124,1953,3
0045591,Calamity Jane,2427,1953,3
0046268,Le Salaire de la Peur,1444,1953,1
0046183,Peter Pan,1118,1953,3
0046359,Stalag 17,1883,1953,0
0047349,Phffft,586,1954,2
0047136,Johnny Guitar,1694,1954,2
0047443,Salt of the Earth,5356,1954,3
0047094,Hobson&#39;s Choice,2426,1954,3
0047673,White Christmas,1391,1954,3
0047573,Them!,2158,1954,1
0045665,Comicos,7610,1954,3
0046876,Creature from the Black Lagoon,4883,1954,0
0046963,Executive Suite,3925,1954,2
0047396,Rear Window,2132,1954,3
0047522,A Star Is Born,3674,1954,1
0047834,Animal Farm,7346,1954,0
0046672,20000 Leagues Under the Sea,1965,1954,0
0046451,Touchez pas au grisbi,657,1954,1
0046511,Journey to Italy,3954,1954,3
0047296,On the Waterfront,1812,1954,0
0047030,"Glenn Miller Story, The",3993,1954,2
0046731,Attila,5124,1954,2
